from_station_name,to_station_name,month,year,sum_values_pass
חיפה מרכז,קרית גת,11,2025,254
"נתב""ג",רעננה מערב,11,2025,527
"נתב""ג",נהריה,11,2025,6181
סגולה,להבים רהט,11,2025,23
רחובות,רעננה מערב,11,2025,442
רעננה מערב,בת ים יוספטל,11,2025,337
כפר יהושע,עכו,11,2025,134
קיסריה פרדס חנה,אשקלון,11,2025,565
נתיבות,יבנה מזרח,11,2025,29
כפר חבד,יבנה מערב,11,2025,10
השלום,חיפה מרכז,11,2025,7122
רחובות,ירושלים/יצחק נבון,11,2025,1322
בת גלים,"נתב""ג",11,2025,2064
רעננה דרום,"נתב""ג",11,2025,187
יבנה מזרח,פאתי מודיעין,11,2025,12
בת ים קוממיות,קרית אריה,11,2025,301
בת ים קוממיות,נהריה,11,2025,161
הוד השרון,לוד גני אביב,11,2025,29
חוף הכרמל,חולון וולפסון,11,2025,302
קיסריה פרדס חנה,אשדוד עד הלום,11,2025,465
פאתי מודיעין,חוף הכרמל,11,2025,719
קרית אריה,שדרות,11,2025,668
נתניה,כרמיאל,11,2025,1010
בנימינה,השלום,11,2025,34593
בית שאן,כפר סבא,11,2025,114
שדרות,נהריה,11,2025,228
תל אביב מרכז,לוד,11,2025,13714
בת גלים,חדרה מערב,11,2025,1900
כפר ברוך,חוף הכרמל,11,2025,1552
רעננה מערב,פאתי מודיעין,11,2025,23
כרמיאל,להבים רהט,11,2025,82
לוד,רעננה דרום,11,2025,243
"רשל""צ משה דיין",עתלית,11,2025,151
יבנה מערב,קרית גת,11,2025,16
אופקים,באר יעקב,11,2025,112
כפר סבא,הוד השרון,11,2025,134
סגולה,הרצליה,11,2025,459
אשדוד עד הלום,נהריה,11,2025,627
לוד גני אביב,יבנה מערב,11,2025,100
כפר סבא,צומת חולון,11,2025,368
אשקלון,חדרה מערב,11,2025,1307
תל אביב ההגנה,קרית מוצקין,11,2025,3320
בית שאן,באר שבע צפון,11,2025,153
מזכרת בתיה,דימונה,11,2025,1
בית יהושע,נתיבות,11,2025,76
נהריה,חיפה מרכז,11,2025,9476
אשקלון,תל אביב מרכז,11,2025,15099
שדרות,כפר סבא,11,2025,388
בת ים יוספטל,מרכזית המפרץ/קו החוף,11,2025,496
נתניה קריית ספיר,אשדוד עד הלום,11,2025,1039
תל אביב מרכז,בת גלים,11,2025,9829
קיסריה פרדס חנה,נתניה,11,2025,2941
מרכזית המפרץ/קו החוף,יבנה מערב,11,2025,657
רמלה,בני ברק,11,2025,188
בית שאן,ירושלים/יצחק נבון,11,2025,158
הוד השרון,פאתי מודיעין,11,2025,31
כפר סבא,בנימינה,11,2025,421
מזכרת בתיה,השלום,11,2025,9404
אשקלון,כפר סבא,11,2025,1144
ראשונים,בת גלים,11,2025,65
קרית אריה,עכו,11,2025,256
יבנה מערב,באר שבע מרכז,11,2025,802
בת ים קוממיות,בית יהושע,11,2025,92
נתיבות,חוצות מפרץ,11,2025,37
"רשל""צ משה דיין",באר שבע מרכז,11,2025,1612
יבנה מערב,בית שאן,11,2025,89
קרית אריה,ראש העין צפון,11,2025,1728
אחיהוד,כפר יהושע,11,2025,5
להבים רהט,בית שאן,11,2025,100
רמלה,לוד,11,2025,303
לוד גני אביב,קרית חיים,11,2025,4
רחובות,נתניה,11,2025,3271
בית שאן,להבים רהט,11,2025,158
להבים רהט,"רשל""צ משה דיין",11,2025,91
מרכזית המפרץ/קו החוף,חיפה מרכז,11,2025,959
הרצליה,חדרה מערב,11,2025,7565
בית שמש,באר שבע צפון,11,2025,116
דימונה,קרית מלאכי,11,2025,22
מודיעין מרכז,תל אביב מרכז,11,2025,13539
הוד השרון,נתניה קריית ספיר,11,2025,165
חיפה מרכז,אחיהוד,11,2025,1652
חיפה מרכז,כפר חבד,11,2025,88
הרצליה,רעננה מערב,11,2025,581
כפר יהושע,סגולה,11,2025,26
הרצליה,נהריה,11,2025,2874
"נתב""ג",נתיבות,11,2025,356
חולון וולפסון,ראשונים,11,2025,5
"רשל""צ משה דיין",ראשונים,11,2025,5
שדרות,חדרה מערב,11,2025,296
בת גלים,רמלה,11,2025,186
ירושלים/יצחק נבון,בת ים יוספטל,11,2025,2470
פאתי מודיעין,חוצות מפרץ,11,2025,87
כפר יהושע,ראשונים,11,2025,7
אופקים,קרית חיים,11,2025,20
עכו,ראש העין צפון,11,2025,220
קרית חיים,צומת חולון,11,2025,22
אשקלון,באר שבע צפון,11,2025,2774
"נתב""ג",בת גלים,11,2025,2252
ראשונים,דימונה,11,2025,14
קיסריה פרדס חנה,בת גלים,11,2025,1011
כפר ברוך,חדרה מערב,11,2025,34
ראש העין צפון,נתיבות,11,2025,247
אשקלון,בנימינה,11,2025,1371
קרית חיים,מודיעין מרכז,11,2025,77
כרמיאל,חוף הכרמל,11,2025,6437
יבנה מערב,קרית חיים,11,2025,65
בת ים קוממיות,תא אוניברסיטה,11,2025,2639
כפר חבד,להבים רהט,11,2025,66
נהריה,עכו,11,2025,8798
הרצליה,לוד גני אביב,11,2025,633
בת ים קוממיות,בת גלים,11,2025,166
באר שבע מרכז,"רשל""צ משה דיין",11,2025,1972
בנימינה,"רשל""צ משה דיין",11,2025,1536
תל אביב מרכז,נתניה,11,2025,34054
הוד השרון,צומת חולון,11,2025,212
הוד השרון,אשדוד עד הלום,11,2025,564
רעננה דרום,הוד השרון,11,2025,84
כפר ברוך,קרית מוצקין,11,2025,85
אשדוד עד הלום,יבנה מזרח,11,2025,1514
תל אביב ההגנה,בנימינה,11,2025,7667
קרית מלאכי,מזכרת בתיה,11,2025,106
באר שבע צפון,תל אביב ההגנה,11,2025,7138
יבנה מזרח,כרמיאל,11,2025,35
באר שבע מרכז,שדרות,11,2025,2703
להבים רהט,בית יהושע,11,2025,105
בנימינה,סגולה,11,2025,364
בת ים יוספטל,נתניה,11,2025,969
יבנה מזרח,עפולה,11,2025,10
קיסריה פרדס חנה,עפולה,11,2025,95
תל אביב ההגנה,באר שבע צפון,11,2025,6765
רחובות,קרית אריה,11,2025,319
באר יעקב,אחיהוד,11,2025,5
באר שבע מרכז,נתניה,11,2025,2991
קיסריה פרדס חנה,נתיבות,11,2025,65
אופקים,סגולה,11,2025,240
בנימינה,שדרות,11,2025,535
ירושלים/יצחק נבון,רעננה מערב,11,2025,1932
להבים רהט,נהריה,11,2025,159
כפר ברוך,צומת חולון,11,2025,11
חוף הכרמל,עכו,11,2025,4306
קרית גת,כפר סבא,11,2025,202
קרית גת,קרית מלאכי,11,2025,273
בית יהושע,בית שמש,11,2025,235
מודיעין מרכז,הוד השרון,11,2025,138
סגולה,כפר סבא,11,2025,306
קרית מלאכי,באר שבע מרכז,11,2025,2112
כפר חבד,יבנה מזרח,11,2025,130
מזכרת בתיה,ראשונים,11,2025,31
השלום,באר שבע מרכז,11,2025,12914
ראש העין צפון,בית שמש,11,2025,138
כפר יהושע,קרית חיים,11,2025,12
לוד,מרכזית המפרץ/קו החוף,11,2025,945
שדרות,בת גלים,11,2025,84
הרצליה,ירושלים/יצחק נבון,11,2025,24706
בית שמש,תל אביב מרכז,11,2025,6963
חולון וולפסון,עכו,11,2025,153
אופקים,בני ברק,11,2025,249
קרית חיים,תל אביב ההגנה,11,2025,501
סגולה,תל אביב ההגנה,11,2025,990
רעננה דרום,בת ים יוספטל,11,2025,247
שדרות,מודיעין מרכז,11,2025,204
מזכרת בתיה,ראש העין צפון,11,2025,89
סגולה,"נתב""ג",11,2025,90
רחובות,בת גלים,11,2025,738
כפר ברוך,אשדוד עד הלום,11,2025,65
נתיבות,אחיהוד,11,2025,3
"נתב""ג",חדרה מערב,11,2025,4490
בת ים יוספטל,עפולה,11,2025,59
לוד,עפולה,11,2025,160
ראש העין צפון,בית יהושע,11,2025,128
אשדוד עד הלום,מזכרת בתיה,11,2025,17
חוצות מפרץ,תל אביב ההגנה,11,2025,847
באר שבע צפון,תל אביב מרכז,11,2025,13250
תל אביב מרכז,באר יעקב,11,2025,9845
בת גלים,רחובות,11,2025,660
אשקלון,קיסריה פרדס חנה,11,2025,619
כפר ברוך,רעננה מערב,11,2025,7
בת ים קוממיות,בית שמש,11,2025,53
רעננה מערב,נתיבות,11,2025,84
עתלית,ראשונים,11,2025,4
חוף הכרמל,השלום,11,2025,30613
סגולה,קיסריה פרדס חנה,11,2025,139
הוד השרון,חדרה מערב,11,2025,297
חדרה מערב,קרית גת,11,2025,608
מודיעין מרכז,תל אביב ההגנה,11,2025,7120
ירושלים/יצחק נבון,לוד גני אביב,11,2025,371
תא אוניברסיטה,תל אביב מרכז,11,2025,6935
אשקלון,חוף הכרמל,11,2025,1207
קרית אריה,השלום,11,2025,2458
תא אוניברסיטה,מזכרת בתיה,11,2025,2325
יבנה מזרח,עכו,11,2025,32
רעננה מערב,מזכרת בתיה,11,2025,88
שדרות,"נתב""ג",11,2025,446
עתלית,בנימינה,11,2025,687
רעננה דרום,בת ים קוממיות,11,2025,125
באר שבע מרכז,סגולה,11,2025,532
באר שבע צפון,חוף הכרמל,11,2025,1826
אשקלון,תל אביב ההגנה,11,2025,8102
אופקים,לוד,11,2025,507
מרכזית המפרץ/קו החוף,בנימינה,11,2025,4186
באר שבע מרכז,בת גלים,11,2025,924
בני ברק,באר שבע מרכז,11,2025,144
מזכרת בתיה,באר שבע מרכז,11,2025,2551
כפר ברוך,מודיעין מרכז,11,2025,92
כרמיאל,בנימינה,11,2025,831
חוצות מפרץ,תל אביב מרכז,11,2025,3055
רחובות,נתיבות,11,2025,770
בית שמש,בנימינה,11,2025,360
ראשונים,אופקים,11,2025,46
נהריה,דימונה,11,2025,3
חיפה מרכז,קרית מלאכי,11,2025,180
נתיבות,חוף הכרמל,11,2025,118
פאתי מודיעין,תא אוניברסיטה,11,2025,3993
עפולה,באר שבע מרכז,11,2025,442
קרית מוצקין,אשקלון,11,2025,577
רחובות,יבנה מערב,11,2025,8
מרכזית המפרץ/קו החוף,מזכרת בתיה,11,2025,524
רעננה דרום,לוד גני אביב,11,2025,28
בת גלים,קרית מוצקין,11,2025,8865
באר שבע מרכז,עתלית,11,2025,231
הוד השרון,אחיהוד,11,2025,29
הוד השרון,מזכרת בתיה,11,2025,92
תא אוניברסיטה,הרצליה,11,2025,6921
ראשונים,כרמיאל,11,2025,107
השלום,נתניה,11,2025,33329
תל אביב מרכז,באר שבע צפון,11,2025,14726
"רשל""צ משה דיין",תל אביב מרכז,11,2025,10493
קיסריה פרדס חנה,רעננה דרום,11,2025,297
ירושלים/יצחק נבון,אשקלון,11,2025,2069
קרית חיים,בית יהושע,11,2025,67
ירושלים/יצחק נבון,חולון וולפסון,11,2025,1891
תא אוניברסיטה,בית שמש,11,2025,2287
פאתי מודיעין,הוד השרון,11,2025,27
תל אביב מרכז,אופקים,11,2025,3162
בית שמש,באר יעקב,11,2025,200
כרמיאל,בת ים קוממיות,11,2025,87
באר שבע מרכז,עפולה,11,2025,358
הוד השרון,קרית מלאכי,11,2025,60
קרית חיים,בית שמש,11,2025,17
תל אביב מרכז,רמלה,11,2025,5698
חדרה מערב,כפר ברוך,11,2025,27
עפולה,יבנה מזרח,11,2025,6
בת גלים,להבים רהט,11,2025,155
כפר ברוך,עפולה,11,2025,87
לוד,סגולה,11,2025,81
בת ים קוממיות,באר שבע צפון,11,2025,247
אשדוד עד הלום,בנימינה,11,2025,939
"רשל""צ משה דיין",באר יעקב,11,2025,12
אופקים,תא אוניברסיטה,11,2025,1132
פאתי מודיעין,רמלה,11,2025,8
באר שבע צפון,ירושלים/יצחק נבון,11,2025,1077
קרית אריה,חיפה מרכז,11,2025,382
יבנה מערב,חולון וולפסון,11,2025,1543
ראשונים,באר יעקב,11,2025,16
בנימינה,כרמיאל,11,2025,841
באר שבע צפון,בית שאן,11,2025,122
"נתב""ג",ראשונים,11,2025,70
חוף הכרמל,חדרה מערב,11,2025,2440
להבים רהט,"נתב""ג",11,2025,361
אשקלון,"רשל""צ משה דיין",11,2025,8187
קרית אריה,להבים רהט,11,2025,96
רחובות,קרית גת,11,2025,429
חולון וולפסון,"נתב""ג",11,2025,554
שדרות,בית יהושע,11,2025,302
בת גלים,כפר יהושע,11,2025,3470
חדרה מערב,בית שמש,11,2025,280
להבים רהט,באר שבע מרכז,11,2025,1203
כפר סבא,"רשל""צ משה דיין",11,2025,1300
עפולה,תל אביב ההגנה,11,2025,808
עתלית,בית שמש,11,2025,16
אשקלון,עפולה,11,2025,180
באר שבע צפון,שדרות,11,2025,2056
קרית מלאכי,סגולה,11,2025,67
שדרות,יבנה מערב,11,2025,1047
מזכרת בתיה,הוד השרון,11,2025,85
בת ים יוספטל,תל אביב מרכז,11,2025,7492
עפולה,כפר סבא,11,2025,84
ירושלים/יצחק נבון,קרית גת,11,2025,563
תל אביב מרכז,אחיהוד,11,2025,963
נתיבות,אשקלון,11,2025,1956
השלום,נתניה קריית ספיר,11,2025,9991
רחובות,בנימינה,11,2025,2090
כפר חבד,חדרה מערב,11,2025,390
עכו,באר שבע צפון,11,2025,354
קרית גת,לוד,11,2025,3173
אופקים,ירושלים/יצחק נבון,11,2025,529
באר שבע מרכז,צומת חולון,11,2025,244
בית שאן,אשקלון,11,2025,176
עכו,אשדוד עד הלום,11,2025,286
כפר חבד,נתיבות,11,2025,104
ראשונים,באר שבע מרכז,11,2025,735
תל אביב מרכז,מזכרת בתיה,11,2025,4835
אשקלון,כפר ברוך,11,2025,50
צומת חולון,מרכזית המפרץ/קו החוף,11,2025,93
קרית מוצקין,תא אוניברסיטה,11,2025,5168
מרכזית המפרץ/קו החוף,"נתב""ג",11,2025,3721
חוצות מפרץ,חדרה מערב,11,2025,394
כרמיאל,עפולה,11,2025,163
עכו,צומת חולון,11,2025,50
תל אביב ההגנה,נתניה,11,2025,7857
כפר ברוך,בני ברק,11,2025,16
"נתב""ג",כפר חבד,11,2025,144
להבים רהט,יבנה מזרח,11,2025,3
בנימינה,חוף הכרמל,11,2025,5687
כפר יהושע,באר שבע צפון,11,2025,103
אחיהוד,פאתי מודיעין,11,2025,7
צומת חולון,באר שבע צפון,11,2025,184
לוד גני אביב,להבים רהט,11,2025,5
סגולה,ראש העין צפון,11,2025,121
קרית חיים,לוד,11,2025,59
בית שאן,דימונה,11,2025,1
"רשל""צ משה דיין",תא אוניברסיטה,11,2025,7044
בית שמש,אשקלון,11,2025,314
שדרות,חיפה מרכז,11,2025,111
כפר ברוך,יבנה מערב,11,2025,51
כפר חבד,אשדוד עד הלום,11,2025,412
בית שמש,עתלית,11,2025,15
קרית אריה,תא אוניברסיטה,11,2025,6499
כפר יהושע,צומת חולון,11,2025,5
שדרות,כפר יהושע,11,2025,28
אופקים,רמלה,11,2025,105
צומת חולון,בית יהושע,11,2025,99
צומת חולון,אשדוד עד הלום,11,2025,647
בני ברק,באר שבע צפון,11,2025,233
"נתב""ג",כפר יהושע,11,2025,386
מרכזית המפרץ/קו החוף,רעננה מערב,11,2025,297
כפר יהושע,חוף הכרמל,11,2025,1788
קרית אריה,בת ים יוספטל,11,2025,1059
בית יהושע,יבנה מערב,11,2025,386
באר שבע צפון,"רשל""צ משה דיין",11,2025,1218
דימונה,אשקלון,11,2025,18
עתלית,רחובות,11,2025,169
קיסריה פרדס חנה,יבנה מערב,11,2025,202
קרית מלאכי,בית שאן,11,2025,35
באר שבע מרכז,חוצות מפרץ,11,2025,189
בית יהושע,כפר חבד,11,2025,230
"רשל""צ משה דיין",בית שמש,11,2025,261
חולון וולפסון,כפר חבד,11,2025,191
נהריה,חוף הכרמל,11,2025,9540
תל אביב מרכז,בנימינה,11,2025,35455
קיסריה פרדס חנה,באר שבע מרכז,11,2025,498
כפר סבא,בית שאן,11,2025,57
פאתי מודיעין,סגולה,11,2025,10
נתניה,להבים רהט,11,2025,169
עפולה,קרית אריה,11,2025,85
קרית אריה,פאתי מודיעין,11,2025,81
כפר ברוך,ראשונים,11,2025,9
להבים רהט,כפר יהושע,11,2025,4
עכו,פאתי מודיעין,11,2025,196
לוד,כפר חבד,11,2025,3006
"נתב""ג",באר שבע מרכז,11,2025,1896
דימונה,"רשל""צ משה דיין",11,2025,15
אחיהוד,הוד השרון,11,2025,19
בית יהושע,קרית מוצקין,11,2025,276
באר שבע צפון,קיסריה פרדס חנה,11,2025,250
בני ברק,נתניה,11,2025,727
עתלית,לוד,11,2025,96
עכו,יבנה מזרח,11,2025,25
כרמיאל,רעננה מערב,11,2025,160
קרית מוצקין,נתניה,11,2025,1349
לוד,כפר סבא,11,2025,344
לוד גני אביב,באר שבע צפון,11,2025,55
הוד השרון,יבנה מזרח,11,2025,8
עתלית,יבנה מערב,11,2025,122
יבנה מערב,אחיהוד,11,2025,21
בית שמש,נהריה,11,2025,388
חולון וולפסון,ראש העין צפון,11,2025,579
מזכרת בתיה,בני ברק,11,2025,59
כרמיאל,רעננה דרום,11,2025,158
בית שאן,רעננה דרום,11,2025,27
בת ים יוספטל,בית שאן,11,2025,51
קרית אריה,באר יעקב,11,2025,146
באר יעקב,באר שבע צפון,11,2025,224
אחיהוד,לוד,11,2025,157
קרית מוצקין,מרכזית המפרץ/קו החוף,11,2025,3782
באר שבע מרכז,נהריה,11,2025,2087
רעננה דרום,חולון וולפסון,11,2025,77
שדרות,חוצות מפרץ,11,2025,54
בית שמש,"רשל""צ משה דיין",11,2025,275
ירושלים/יצחק נבון,קרית מלאכי,11,2025,87
כפר סבא,רעננה מערב,11,2025,329
כפר יהושע,קיסריה פרדס חנה,11,2025,48
קרית גת,חיפה מרכז,11,2025,232
בת ים קוממיות,תל אביב מרכז,11,2025,4137
בית יהושע,ראשונים,11,2025,99
כפר ברוך,סגולה,11,2025,17
לוד,להבים רהט,11,2025,946
אחיהוד,נתניה,11,2025,172
הרצליה,בני ברק,11,2025,298
הוד השרון,באר שבע מרכז,11,2025,735
הרצליה,נתניה קריית ספיר,11,2025,2833
קרית אריה,יבנה מזרח,11,2025,10
נתניה קריית ספיר,חיפה מרכז,11,2025,547
יבנה מערב,קרית מוצקין,11,2025,348
חולון וולפסון,רמלה,11,2025,215
פאתי מודיעין,כפר ברוך,11,2025,30
באר יעקב,קרית מוצקין,11,2025,123
בית יהושע,קרית חיים,11,2025,71
מודיעין מרכז,"נתב""ג",11,2025,6007
בית שאן,הוד השרון,11,2025,62
מודיעין מרכז,חדרה מערב,11,2025,583
מרכזית המפרץ/קו החוף,בני ברק,11,2025,192
כפר סבא,רמלה,11,2025,169
כפר סבא,לוד,11,2025,338
כפר ברוך,חיפה מרכז,11,2025,1080
שדרות,בית שאן,11,2025,62
יבנה מערב,בנימינה,11,2025,677
אשדוד עד הלום,רעננה דרום,11,2025,486
תא אוניברסיטה,השלום,11,2025,13457
ראש העין צפון,שדרות,11,2025,634
עתלית,כפר סבא,11,2025,55
כפר סבא,חיפה מרכז,11,2025,211
שדרות,חולון וולפסון,11,2025,399
תא אוניברסיטה,אחיהוד,11,2025,608
יבנה מערב,כפר ברוך,11,2025,19
ראש העין צפון,להבים רהט,11,2025,119
רחובות,קיסריה פרדס חנה,11,2025,1582
באר שבע מרכז,קרית אריה,11,2025,959
רעננה דרום,קרית גת,11,2025,93
קרית מלאכי,רמלה,11,2025,617
לוד,"רשל""צ משה דיין",11,2025,420
הרצליה,בית שאן,11,2025,376
ירושלים/יצחק נבון,בת גלים,11,2025,3108
להבים רהט,לוד,11,2025,1125
אופקים,רחובות,11,2025,739
נהריה,לוד גני אביב,11,2025,38
הרצליה,מודיעין מרכז,11,2025,2205
חיפה מרכז,חוף הכרמל,11,2025,1114
בני ברק,שדרות,11,2025,284
הרצליה,אופקים,11,2025,538
ראשונים,כפר חבד,11,2025,16
תא אוניברסיטה,נתניה קריית ספיר,11,2025,3426
הרצליה,קרית מוצקין,11,2025,3721
כפר יהושע,רעננה מערב,11,2025,24
כרמיאל,מודיעין מרכז,11,2025,544
באר שבע צפון,יבנה מערב,11,2025,577
ירושלים/יצחק נבון,בית שאן,11,2025,135
רעננה מערב,אחיהוד,11,2025,10
קרית מוצקין,פאתי מודיעין,11,2025,217
לוד גני אביב,חדרה מערב,11,2025,115
מזכרת בתיה,אחיהוד,11,2025,1
הרצליה,שדרות,11,2025,602
באר שבע צפון,דימונה,11,2025,131
יבנה מזרח,קרית גת,11,2025,13
תל אביב מרכז,נהריה,11,2025,10506
להבים רהט,כרמיאל,11,2025,66
מרכזית המפרץ/קו החוף,כפר ברוך,11,2025,1530
בת גלים,כרמיאל,11,2025,8543
בית שאן,כפר יהושע,11,2025,2105
באר יעקב,יבנה מזרח,11,2025,337
יבנה מזרח,חיפה מרכז,11,2025,68
קרית מוצקין,חוצות מפרץ,11,2025,748
צומת חולון,תל אביב מרכז,11,2025,1950
קרית חיים,קרית מלאכי,11,2025,21
נתניה,מזכרת בתיה,11,2025,220
יבנה מערב,רעננה מערב,11,2025,266
מרכזית המפרץ/קו החוף,צומת חולון,11,2025,140
סגולה,נתניה קריית ספיר,11,2025,112
בית יהושע,אשקלון,11,2025,775
בנימינה,מרכזית המפרץ/קו החוף,11,2025,3989
רחובות,השלום,11,2025,32770
קיסריה פרדס חנה,השלום,11,2025,15382
הרצליה,כפר סבא,11,2025,1635
אשקלון,כרמיאל,11,2025,427
לוד,אשקלון,11,2025,4534
עתלית,בת ים קוממיות,11,2025,31
חוף הכרמל,באר יעקב,11,2025,303
כרמיאל,חדרה מערב,11,2025,989
קיסריה פרדס חנה,אחיהוד,11,2025,40
כפר סבא,כרמיאל,11,2025,216
"נתב""ג",דימונה,11,2025,12
להבים רהט,חוף הכרמל,11,2025,381
יבנה מזרח,יבנה מערב,11,2025,6
כפר ברוך,לוד גני אביב,11,2025,10
בני ברק,יבנה מזרח,11,2025,11
הוד השרון,כפר סבא,11,2025,79
בית יהושע,בני ברק,11,2025,277
קרית חיים,אחיהוד,11,2025,102
בת ים יוספטל,כפר יהושע,11,2025,15
יבנה מזרח,דימונה,11,2025,1
אשקלון,נתניה קריית ספיר,11,2025,854
הרצליה,להבים רהט,11,2025,770
הרצליה,קרית גת,11,2025,1884
רעננה מערב,סגולה,11,2025,148
דימונה,רעננה מערב,11,2025,1
בנימינה,קרית מוצקין,11,2025,1629
עפולה,ירושלים/יצחק נבון,11,2025,588
שדרות,באר יעקב,11,2025,91
אופקים,הוד השרון,11,2025,205
מרכזית המפרץ/קו החוף,רחובות,11,2025,1063
עכו,בת ים קוממיות,11,2025,122
מזכרת בתיה,מודיעין מרכז,11,2025,36
כפר סבא,ראשונים,11,2025,18
חוף הכרמל,כפר חבד,11,2025,202
חולון וולפסון,תל אביב ההגנה,11,2025,1055
עפולה,רעננה דרום,11,2025,15
אשדוד עד הלום,"רשל""צ משה דיין",11,2025,6940
בית שאן,קרית חיים,11,2025,23
מודיעין מרכז,כרמיאל,11,2025,415
עכו,בת ים יוספטל,11,2025,261
קרית מוצקין,נתניה קריית ספיר,11,2025,781
תא אוניברסיטה,נתניה,11,2025,10981
רעננה מערב,קרית מלאכי,11,2025,42
הוד השרון,בני ברק,11,2025,1482
בית יהושע,יבנה מזרח,11,2025,140
נתניה,כפר חבד,11,2025,848
תל אביב ההגנה,ראשונים,11,2025,85
בית שמש,עכו,11,2025,166
קרית מוצקין,בית יהושע,11,2025,326
תל אביב מרכז,קרית מוצקין,11,2025,11299
באר שבע מרכז,אחיהוד,11,2025,227
קרית גת,בני ברק,11,2025,100
בת ים יוספטל,הוד השרון,11,2025,547
עכו,בית יהושע,11,2025,229
בני ברק,אופקים,11,2025,245
מזכרת בתיה,"נתב""ג",11,2025,177
רעננה דרום,ראשונים,11,2025,12
חדרה מערב,בת ים יוספטל,11,2025,487
צומת חולון,תא אוניברסיטה,11,2025,1463
כפר חבד,בית שמש,11,2025,832
נתיבות,עפולה,11,2025,21
צומת חולון,פאתי מודיעין,11,2025,37
באר שבע מרכז,הרצליה,11,2025,4050
נהריה,אחיהוד,11,2025,19
חדרה מערב,אחיהוד,11,2025,87
סגולה,אשקלון,11,2025,977
קרית גת,נתניה,11,2025,610
דימונה,עפולה,11,2025,10
קרית מוצקין,חדרה מערב,11,2025,1218
אחיהוד,רחובות,11,2025,43
קרית מוצקין,בית שאן,11,2025,333
"רשל""צ משה דיין",באר שבע צפון,11,2025,1155
חולון וולפסון,יבנה מזרח,11,2025,9
כפר יהושע,חוצות מפרץ,11,2025,16
בית שאן,קרית מלאכי,11,2025,37
צומת חולון,רחובות,11,2025,24
"רשל""צ משה דיין",בית יהושע,11,2025,917
השלום,כרמיאל,11,2025,6360
קרית מלאכי,השלום,11,2025,4848
בית שמש,עפולה,11,2025,59
בנימינה,בת ים יוספטל,11,2025,622
בית שאן,שדרות,11,2025,157
עתלית,אשדוד עד הלום,11,2025,158
חיפה מרכז,"נתב""ג",11,2025,4485
באר שבע צפון,כפר ברוך,11,2025,49
תל אביב ההגנה,אופקים,11,2025,1636
פאתי מודיעין,שדרות,11,2025,43
כפר יהושע,בת ים יוספטל,11,2025,38
כפר יהושע,כרמיאל,11,2025,61
חיפה מרכז,רמלה,11,2025,341
ירושלים/יצחק נבון,יבנה מערב,11,2025,1321
מודיעין מרכז,פאתי מודיעין,11,2025,988
צומת חולון,כרמיאל,11,2025,45
מרכזית המפרץ/קו החוף,קרית אריה,11,2025,540
נהריה,הרצליה,11,2025,2774
חוצות מפרץ,בית שמש,11,2025,50
עפולה,רעננה מערב,11,2025,19
"רשל""צ משה דיין",נתניה קריית ספיר,11,2025,741
הרצליה,לוד,11,2025,2379
לוד גני אביב,ירושלים/יצחק נבון,11,2025,364
קרית מלאכי,אשקלון,11,2025,12
חיפה מרכז,השלום,11,2025,7710
דימונה,עכו,11,2025,1
חיפה מרכז,כפר ברוך,11,2025,1005
נתניה,תל אביב מרכז,11,2025,31952
כפר יהושע,נתיבות,11,2025,13
קיסריה פרדס חנה,להבים רהט,11,2025,51
קרית חיים,נתניה,11,2025,271
עתלית,נתניה קריית ספיר,11,2025,326
כפר חבד,בת ים יוספטל,11,2025,274
"רשל""צ משה דיין",חדרה מערב,11,2025,1174
כרמיאל,אשקלון,11,2025,556
חיפה מרכז,רעננה מערב,11,2025,153
חדרה מערב,כרמיאל,11,2025,957
בית שמש,בת גלים,11,2025,208
תא אוניברסיטה,באר יעקב,11,2025,5310
באר שבע צפון,רחובות,11,2025,2606
חדרה מערב,אופקים,11,2025,393
השלום,בית שאן,11,2025,1455
תל אביב מרכז,בית יהושע,11,2025,21721
חיפה מרכז,עכו,11,2025,5967
מרכזית המפרץ/קו החוף,נתניה קריית ספיר,11,2025,780
באר שבע צפון,מודיעין מרכז,11,2025,300
ראשונים,ראש העין צפון,11,2025,19
רעננה מערב,תא אוניברסיטה,11,2025,1981
להבים רהט,שדרות,11,2025,6
הוד השרון,חולון וולפסון,11,2025,264
באר שבע מרכז,תא אוניברסיטה,11,2025,4182
עתלית,קרית חיים,11,2025,96
לוד גני אביב,קרית גת,11,2025,83
נתיבות,ראשונים,11,2025,6
נתניה,קיסריה פרדס חנה,11,2025,3080
אשקלון,אופקים,11,2025,2737
בת גלים,עכו,11,2025,7283
קרית חיים,אשקלון,11,2025,157
בני ברק,קרית חיים,11,2025,30
בית יהושע,בת גלים,11,2025,824
נהריה,רחובות,11,2025,641
ירושלים/יצחק נבון,להבים רהט,11,2025,473
רעננה מערב,בת ים קוממיות,11,2025,93
לוד גני אביב,חיפה מרכז,11,2025,43
תל אביב ההגנה,כרמיאל,11,2025,2296
לוד,נתניה,11,2025,2394
פאתי מודיעין,רחובות,11,2025,47
נהריה,נתניה קריית ספיר,11,2025,592
עכו,אשקלון,11,2025,327
סגולה,אופקים,11,2025,294
אופקים,כפר ברוך,11,2025,18
נהריה,פאתי מודיעין,11,2025,324
בית יהושע,עפולה,11,2025,66
קרית מוצקין,שדרות,11,2025,207
אחיהוד,השלום,11,2025,1210
