Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Departure_Time,PassengersAscending,PassengersDescending
2026,1,שבת,8800,ראש העין צפון,7612,22:18:00,9.0,55.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,135,22:19:00,987.0,226.0
2025,12,יום חול,2200,בת גלים,472,22:19:00,181.0,2.0
2025,12,יום חול,3100,,287,22:19:00,,
2025,12,יום חול,3100,חדרה מערב,8180,22:19:00,30.0,241.0
2025,12,יום חול,2820,קיסריה פרדס חנה,284,22:19:00,12.0,933.0
2025,12,יום חול,4600,השלום,52,22:19:00,125.0,593.0
2025,12,יום חול,4600,,52,22:19:00,,
2025,12,יום חול,5150,,534,22:19:00,,
2025,12,יום חול,5010,רמלה,533,22:19:00,13.0,362.0
2025,12,שבת,5410,יבנה מזרח,7221,22:19:00,6.0,41.0
2026,1,יום חול,2200,בת גלים,472,22:19:00,142.0,2.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,135,22:19:00,728.0,216.0
2026,1,יום חול,2820,קיסריה פרדס חנה,284,22:19:00,18.0,750.0
2026,1,יום חול,4600,השלום,52,22:19:00,12.0,521.0
2026,1,יום חול,5010,רמלה,533,22:19:00,6.0,316.0
2026,1,שבת,5410,יבנה מזרח,7221,22:19:00,3.0,48.0
2025,12,יום חול,3400,,8180,22:20:00,,
2025,12,יום חול,3400,בית יהושע,8180,22:20:00,0.0,47.0
2025,12,יום חול,4100,בני ברק,678,22:20:00,65.0,43.0
2025,12,יום חול,4900,תל אביב ההגנה,184,22:20:00,869.0,602.0
2025,12,יום חול,4900,,184,22:20:00,,
2025,12,יום חול,4600,השלום,779,22:20:00,1991.0,169.0
2025,12,יום חול,4900,תל אביב ההגנה,51,22:20:00,1018.0,95.0
2026,1,יום חול,4600,השלום,779,22:20:00,1641.0,95.0
2026,1,יום חול,4900,תל אביב ההגנה,184,22:20:00,776.0,524.0
2026,1,יום חול,7300,באר שבע צפון,875,22:20:00,3.0,21.0
2026,1,יום חול,4900,תל אביב ההגנה,51,22:20:00,744.0,52.0
2025,12,יום חול,1230,מרכזית המפרץ,98,22:21:00,615.0,54.0
2025,12,יום חול,3600,תא אוניברסיטה,285,22:21:00,2866.0,166.0
2025,12,יום חול,4250,,678,22:21:00,,
2025,12,יום חול,4250,סגולה,678,22:21:00,2.0,254.0
2025,12,יום חול,5000,לוד,283,22:21:00,128.0,774.0
2025,12,יום חול,5800,אשדוד עד הלום,281,22:21:00,340.0,782.0
2025,12,יום חול,5800,,281,22:21:00,,
2026,1,יום חול,1230,מרכזית המפרץ,98,22:21:00,459.0,27.0
2026,1,יום חול,4250,סגולה,678,22:21:00,6.0,220.0
2026,1,יום חול,4640,צומת חולון,8685,22:21:00,0.0,0.0
2026,1,יום חול,5000,לוד,283,22:21:00,100.0,675.0
2026,1,יום חול,3600,תא אוניברסיטה,285,22:21:00,495.0,106.0
2026,1,יום חול,5800,אשדוד עד הלום,281,22:21:00,313.0,881.0
2025,12,יום חול,8600,"נתב""ג",181,22:22:00,183.0,455.0
2025,12,שבת,3600,תא אוניברסיטה,7720,22:22:00,3.0,58.0
2026,1,יום חול,8600,"נתב""ג",181,22:22:00,103.0,466.0
2026,1,שבת,3600,תא אוניברסיטה,7720,22:22:00,2.0,98.0
2025,12,יום חול,3310,,8180,22:23:00,,
2025,12,יום חול,3400,בית יהושע,286,22:23:00,41.0,1407.0
2025,12,יום חול,3310,נתניה קריית ספיר,8180,22:23:00,4.0,13.0
2025,12,שבת,3700,תל אביב מרכז,7615,22:23:00,74.0,54.0
2025,12,שבת,2820,קיסריה פרדס חנה,7220,22:23:00,0.0,80.0
2026,1,יום חול,4170,,679,22:23:00,,
2026,1,יום חול,3400,בית יהושע,286,22:23:00,42.0,1201.0
2026,1,שבת,2820,קיסריה פרדס חנה,7220,22:23:00,0.0,108.0
2026,1,שבת,3700,תל אביב מרכז,7615,22:23:00,146.0,73.0
2025,12,יום חול,2100,חיפה מרכז,472,22:24:00,600.0,7.0
2025,12,יום חול,2300,חוף הכרמל,182,22:24:00,397.0,4941.0
2025,12,יום חול,3700,תל אביב מרכז,52,22:24:00,13.0,162.0
2025,12,יום חול,4600,,184,22:24:00,,
2025,12,יום חול,4600,השלום,184,22:24:00,3759.0,307.0
2025,12,שבת,8700,כפר סבא,7612,22:24:00,1.0,45.0
2025,12,שבת,3700,תל אביב מרכז,7143,22:24:00,60.0,0.0
2026,1,יום חול,2100,חיפה מרכז,472,22:24:00,321.0,3.0
2026,1,יום חול,2300,חוף הכרמל,182,22:24:00,319.0,4062.0
2026,1,יום חול,4600,השלום,184,22:24:00,3236.0,277.0
2026,1,שבת,3700,תל אביב מרכז,7143,22:24:00,71.0,0.0
2026,1,שבת,8700,כפר סבא,7612,22:24:00,2.0,48.0
2025,12,יום חול,4170,קרית אריה,678,22:25:00,53.0,420.0
2025,12,יום חול,4900,תל אביב ההגנה,779,22:25:00,1027.0,136.0
2026,1,יום חול,4660,חולון וולפסון,8685,22:25:00,2.0,0.0
2026,1,יום חול,4900,תל אביב ההגנה,779,22:25:00,1015.0,89.0
2025,12,יום חול,2820,קיסריה פרדס חנה,8180,22:26:00,13.0,169.0
2025,12,יום חול,3700,תל אביב מרכז,285,22:26:00,1016.0,1071.0
2025,12,שבת,2200,בת גלים,7064,22:26:00,7.0,12.0
2025,12,שבת,3600,תא אוניברסיטה,7223,22:26:00,28.0,69.0
2025,12,יום חול,8800,ראש העין צפון,678,22:26:00,15.0,607.0
2025,12,שבת,4600,השלום,7615,22:26:00,58.0,9.0
2025,12,יום חול,8800,,678,22:26:00,,
2026,1,יום חול,3700,תל אביב מרכז,285,22:26:00,598.0,896.0
2026,1,יום חול,8800,ראש העין צפון,678,22:26:00,37.0,637.0
2026,1,שבת,2200,בת גלים,7064,22:26:00,1.0,15.0
2026,1,שבת,4600,השלום,7615,22:26:00,74.0,19.0
2026,1,שבת,3600,תא אוניברסיטה,7223,22:26:00,18.0,81.0
2025,12,יום חול,3310,נתניה קריית ספיר,286,22:27:00,160.0,537.0
2025,12,יום חול,5800,אשדוד עד הלום,675,22:27:00,586.0,1365.0
2025,12,יום חול,5300,באר יעקב,283,22:27:00,9.0,663.0
2026,1,יום חול,3310,נתניה קריית ספיר,286,22:27:00,178.0,468.0
2026,1,יום חול,5300,באר יעקב,283,22:27:00,14.0,501.0
2026,1,יום חול,5800,אשדוד עד הלום,675,22:27:00,529.0,1128.0
2025,12,יום חול,3300,נתניה,8180,22:28:00,4.0,67.0
2025,12,יום חול,3600,תא אוניברסיטה,52,22:28:00,6.0,81.0
2025,12,יום חול,3300,,8180,22:28:00,,
2025,12,שבת,9600,שדרות,7613,22:28:00,6.0,115.0
2025,12,שבת,9200,הוד השרון,7612,22:28:00,2.0,56.0
2026,1,שבת,9200,הוד השרון,7612,22:28:00,8.0,75.0
2026,1,שבת,9600,שדרות,7613,22:28:00,7.0,185.0
2025,12,יום חול,3700,תל אביב מרכז,184,22:29:00,3836.0,377.0
2025,12,יום חול,4250,סגולה,678,22:29:00,8.0,261.0
2025,12,שבת,5800,אשדוד עד הלום,7221,22:29:00,29.0,68.0
2025,12,שבת,680,ירושלים/יצחק נבון,7544,22:29:00,78.0,0.0
2025,12,שבת,4600,השלום,7143,22:29:00,46.0,1.0
2026,1,יום חול,3700,תל אביב מרכז,184,22:29:00,2687.0,226.0
2026,1,שבת,5800,אשדוד עד הלום,7221,22:29:00,38.0,79.0
2026,1,שבת,4600,השלום,7143,22:29:00,68.0,5.0
2026,1,שבת,680,ירושלים/יצחק נבון,7544,22:29:00,91.0,0.0
2025,12,יום חול,2200,בת גלים,182,22:30:00,166.0,1488.0
2025,12,יום חול,2800,בנימינה,8180,22:30:00,83.0,286.0
2025,12,יום חול,3600,תא אוניברסיטה,133,22:30:00,1087.0,823.0
2025,12,יום חול,4900,,534,22:30:00,,
2025,12,יום חול,4600,השלום,285,22:30:00,2387.0,597.0
2025,12,שבת,2100,חיפה מרכז,7064,22:30:00,12.0,4.0
2025,12,יום חול,4900,תל אביב ההגנה,534,22:30:00,9.0,148.0
2026,1,יום חול,2200,בת גלים,182,22:30:00,137.0,1281.0
2026,1,יום חול,3600,תא אוניברסיטה,133,22:30:00,215.0,547.0
2026,1,יום חול,3600,,133,22:30:00,,
2026,1,יום חול,4600,השלום,285,22:30:00,1772.0,401.0
2026,1,יום חול,4900,תל אביב ההגנה,534,22:30:00,11.0,168.0
2026,1,יום חול,4680,בת ים יוספטל,8685,22:30:00,1.0,14.0
2026,1,שבת,2100,חיפה מרכז,7064,22:30:00,3.0,4.0
2025,12,יום חול,1240,כפר יהושע,98,22:31:00,41.0,157.0
2025,12,יום חול,6150,,54,22:31:00,,
2025,12,שבת,3700,תל אביב מרכז,7223,22:31:00,84.0,381.0
2026,1,יום חול,2200,,135,22:31:00,,
2026,1,יום חול,1240,כפר יהושע,98,22:31:00,28.0,113.0
2026,1,שבת,3700,תל אביב מרכז,7223,22:31:00,115.0,507.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,472,22:32:00,253.0,25.0
2025,12,יום חול,680,ירושלים/יצחק נבון,780,22:32:00,4705.0,0.0
2025,12,יום חול,3300,,286,22:32:00,,
2025,12,יום חול,3300,נתניה,286,22:32:00,105.0,1754.0
2025,12,יום חול,3700,תל אביב מרכז,52,22:32:00,3.0,322.0
2025,12,שבת,3600,תא אוניברסיטה,7721,22:32:00,82.0,2.0
2025,12,שבת,300,פאתי מודיעין,7146,22:32:00,11.0,5.0
2025,12,יום חול,8700,כפר סבא,678,22:32:00,28.0,544.0
2025,12,שבת,4900,תל אביב ההגנה,7615,22:32:00,73.0,9.0
2025,12,יום חול,8700,,678,22:32:00,,
2026,1,יום חול,680,ירושלים/יצחק נבון,780,22:32:00,3381.0,0.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,472,22:32:00,211.0,23.0
2026,1,יום חול,3300,נתניה,286,22:32:00,163.0,1587.0
2026,1,יום חול,8700,כפר סבא,678,22:32:00,31.0,623.0
2026,1,שבת,300,פאתי מודיעין,7146,22:32:00,26.0,0.0
2026,1,שבת,3600,תא אוניברסיטה,7721,22:32:00,74.0,3.0
2026,1,שבת,4900,תל אביב ההגנה,7615,22:32:00,93.0,16.0
2026,1,שבת,4900,,7615,22:32:00,,
2025,12,יום חול,3600,תא אוניברסיטה,184,22:33:00,5883.0,416.0
2025,12,שבת,4900,תל אביב ההגנה,7222,22:33:00,32.0,75.0
2026,1,יום חול,3600,תא אוניברסיטה,184,22:33:00,2257.0,236.0
2026,1,יום חול,4690,בת ים קוממיות,8685,22:33:00,2.0,2.0
2026,1,שבת,4900,תל אביב ההגנה,7222,22:33:00,48.0,78.0
2025,12,יום חול,3600,תא אוניברסיטה,679,22:34:00,2786.0,191.0
2025,12,יום חול,4600,,534,22:34:00,,
2025,12,יום חול,4600,השלום,534,22:34:00,10.0,102.0
2025,12,יום חול,8800,ראש העין צפון,678,22:34:00,19.0,825.0
2025,12,שבת,4680,בת ים יוספטל,7614,22:34:00,20.0,32.0
2026,1,יום חול,3600,תא אוניברסיטה,679,22:34:00,564.0,222.0
2026,1,יום חול,4600,השלום,534,22:34:00,11.0,89.0
2026,1,שבת,4680,בת ים יוספטל,7614,22:34:00,36.0,67.0
2025,12,יום חול,2100,חיפה מרכז,182,22:35:00,464.0,1863.0
2025,12,יום חול,3700,תל אביב מרכז,133,22:35:00,443.0,3371.0
2025,12,יום חול,4900,,778,22:35:00,,
2025,12,יום חול,4900,תל אביב ההגנה,778,22:35:00,44.0,1247.0
2025,12,יום חול,4900,תל אביב ההגנה,285,22:35:00,753.0,387.0
2025,12,יום חול,8550,,49,22:35:00,,
2025,12,יום חול,8550,להבים רהט,49,22:35:00,5.0,542.0
2025,12,יום חול,8600,"נתב""ג",779,22:35:00,1003.0,407.0
2025,12,שבת,4600,השלום,7223,22:35:00,86.0,111.0
2025,12,שבת,4900,תל אביב ההגנה,7143,22:35:00,60.0,2.0
2025,12,יום חול,9200,,678,22:35:00,,
2025,12,יום חול,9200,הוד השרון,678,22:35:00,23.0,381.0
2026,1,יום חול,2100,חיפה מרכז,182,22:35:00,288.0,1406.0
2026,1,יום חול,3700,,133,22:35:00,,
2026,1,יום חול,3700,תל אביב מרכז,133,22:35:00,341.0,1959.0
2026,1,יום חול,8550,להבים רהט,49,22:35:00,23.0,494.0
2026,1,יום חול,4900,תל אביב ההגנה,285,22:35:00,542.0,296.0
2026,1,יום חול,4900,תל אביב ההגנה,778,22:35:00,80.0,1054.0
2026,1,שבת,4900,תל אביב ההגנה,7143,22:35:00,92.0,9.0
2026,1,יום חול,8600,"נתב""ג",779,22:35:00,806.0,322.0
2026,1,שבת,4600,השלום,7223,22:35:00,112.0,145.0
2026,1,יום חול,9200,הוד השרון,678,22:35:00,46.0,451.0
2025,12,יום חול,1300,חוצות מפרץ,472,22:36:00,33.0,6.0
2025,12,יום חול,3600,תא אוניברסיטה,52,22:36:00,2.0,32.0
2025,12,שבת,2940,רעננה מערב,7612,22:36:00,1.0,26.0
2026,1,יום חול,1300,חוצות מפרץ,472,22:36:00,31.0,5.0
2026,1,שבת,2940,רעננה מערב,7612,22:36:00,2.0,38.0
2025,12,יום חול,5000,לוד,51,22:37:00,428.0,754.0
2025,12,יום חול,5900,אשקלון,675,22:37:00,206.0,1586.0
2025,12,שבת,9650,נתיבות,7613,22:37:00,1.0,111.0
2025,12,שבת,4660,חולון וולפסון,7615,22:37:00,12.0,22.0
2025,12,שבת,1230,מרכזית המפרץ,7064,22:37:00,49.0,9.0
2025,12,שבת,3700,תל אביב מרכז,7721,22:37:00,369.0,15.0
2026,1,יום חול,5000,לוד,51,22:37:00,385.0,394.0
2026,1,יום חול,5900,אשקלון,675,22:37:00,193.0,1291.0
2026,1,יום חול,9800,"רשל""צ משה דיין",8685,22:37:00,8.0,10.0
2026,1,שבת,9650,נתיבות,7613,22:37:00,1.0,148.0
2026,1,שבת,4660,חולון וולפסון,7615,22:37:00,17.0,23.0
2026,1,יום חול,5900,,675,22:37:00,,
2026,1,שבת,3700,תל אביב מרכז,7721,22:37:00,493.0,13.0
2026,1,שבת,1230,מרכזית המפרץ,7064,22:37:00,40.0,4.0
2025,12,יום חול,3100,,8180,22:38:00,,
2025,12,יום חול,3100,חדרה מערב,8180,22:38:00,6.0,63.0
2025,12,יום חול,2960,,678,22:38:00,,
2025,12,יום חול,2960,רעננה דרום,678,22:38:00,12.0,50.0
2025,12,יום חול,3600,תא אוניברסיטה,781,22:38:00,535.0,18.0
2025,12,שבת,680,ירושלים/יצחק נבון,7722,22:38:00,588.0,0.0
2025,12,שבת,4600,השלום,7222,22:38:00,98.0,56.0
2026,1,יום חול,2960,רעננה דרום,678,22:38:00,13.0,104.0
2026,1,יום חול,3600,תא אוניברסיטה,781,22:38:00,247.0,11.0
2026,1,שבת,4600,השלום,7222,22:38:00,118.0,73.0
2026,1,שבת,680,ירושלים/יצחק נבון,7722,22:38:00,692.0,0.0
2025,12,יום חול,1250,כפר ברוך,98,22:39:00,13.0,148.0
2025,12,יום חול,3500,הרצליה,184,22:39:00,810.0,273.0
2025,12,יום חול,3700,תל אביב מרכז,679,22:39:00,1484.0,380.0
2025,12,יום חול,3700,,679,22:39:00,,
2026,1,יום חול,3700,תל אביב מרכז,679,22:39:00,905.0,313.0
2026,1,יום חול,1250,כפר ברוך,98,22:39:00,4.0,136.0
2025,12,יום חול,4600,,778,22:40:00,,
2025,12,יום חול,4600,השלום,133,22:40:00,833.0,1355.0
2025,12,יום חול,4600,השלום,778,22:40:00,237.0,866.0
2025,12,יום חול,8700,כפר סבא,678,22:40:00,21.0,583.0
2025,12,שבת,4900,תל אביב ההגנה,7223,22:40:00,43.0,85.0
2026,1,יום חול,4600,,133,22:40:00,,
2026,1,יום חול,4600,השלום,133,22:40:00,579.0,871.0
2026,1,יום חול,4600,השלום,778,22:40:00,319.0,754.0
2026,1,שבת,4900,תל אביב ההגנה,7223,22:40:00,94.0,100.0
2025,12,יום חול,700,קרית חיים,472,22:41:00,9.0,50.0
2025,12,שבת,4600,השלום,7721,22:41:00,127.0,10.0
2026,1,יום חול,700,קרית חיים,472,22:41:00,11.0,32.0
2026,1,שבת,4600,השלום,7721,22:41:00,207.0,5.0
2025,12,יום חול,2940,רעננה מערב,678,22:42:00,5.0,121.0
2025,12,יום חול,2940,,678,22:42:00,,
2025,12,יום חול,3100,חדרה מערב,286,22:42:00,59.0,1672.0
2025,12,יום חול,4600,השלום,679,22:42:00,1959.0,236.0
2025,12,יום חול,5010,רמלה,51,22:42:00,80.0,471.0
2025,12,יום חול,6900,,54,22:42:00,,
2025,12,שבת,4680,בת ים יוספטל,7615,22:42:00,23.0,43.0
2026,1,יום חול,2940,רעננה מערב,678,22:42:00,21.0,222.0
2026,1,יום חול,3100,חדרה מערב,286,22:42:00,108.0,1425.0
2026,1,יום חול,5010,רמלה,51,22:42:00,76.0,251.0
2026,1,יום חול,4600,השלום,679,22:42:00,1596.0,153.0
2026,1,שבת,4680,בת ים יוספטל,7615,22:42:00,40.0,59.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,182,22:43:00,451.0,2087.0
2025,12,יום חול,4800,כפר חבד,285,22:43:00,117.0,467.0
2025,12,יום חול,4800,,285,22:43:00,,
2025,12,יום חול,9200,הוד השרון,678,22:43:00,24.0,558.0
2025,12,שבת,3700,תל אביב מרכז,7222,22:43:00,102.0,61.0
2025,12,שבת,400,מודיעין מרכז,7545,22:43:00,64.0,0.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,182,22:43:00,365.0,1774.0
2026,1,יום חול,4800,כפר חבד,285,22:43:00,98.0,174.0
2026,1,שבת,400,מודיעין מרכז,7545,22:43:00,86.0,0.0
2026,1,שבת,3700,תל אביב מרכז,7222,22:43:00,127.0,61.0
2025,12,יום חול,3700,תל אביב מרכז,781,22:44:00,1011.0,110.0
2025,12,יום חול,4680,בת ים יוספטל,682,22:44:00,166.0,260.0
2025,12,יום חול,4800,,290,22:44:00,,
2025,12,שבת,4900,תל אביב ההגנה,7614,22:44:00,3.0,69.0
2025,12,שבת,1300,חוצות מפרץ,7127,22:44:00,2.0,0.0
2026,1,יום חול,3700,תל אביב מרכז,781,22:44:00,934.0,133.0
2026,1,יום חול,4680,בת ים יוספטל,682,22:44:00,151.0,222.0
2026,1,שבת,4900,תל אביב ההגנה,7614,22:44:00,12.0,93.0
2026,1,שבת,1300,חוצות מפרץ,7127,22:44:00,0.0,0.0
2026,1,שבת,8600,,7146,22:44:00,,
2025,12,יום חול,2820,קיסריה פרדס חנה,8180,22:45:00,1.0,44.0
2025,12,יום חול,2820,,8180,22:45:00,,
2025,12,יום חול,2500,עתלית,8180,22:45:00,5.0,71.0
2025,12,יום חול,3700,תל אביב מרכז,778,22:45:00,192.0,1095.0
2025,12,יום חול,4900,תל אביב ההגנה,133,22:45:00,226.0,854.0
2025,12,שבת,8600,"נתב""ג",7143,22:45:00,15.0,87.0
2026,1,יום חול,4900,תל אביב ההגנה,133,22:45:00,198.0,575.0
2026,1,יום חול,3700,תל אביב מרכז,778,22:45:00,228.0,751.0
2026,1,יום חול,4900,,133,22:45:00,,
2026,1,שבת,8600,"נתב""ג",7143,22:45:00,15.0,85.0
2025,12,יום חול,1400,קרית מוצקין,472,22:46:00,62.0,149.0
2025,12,יום חול,2960,רעננה דרום,678,22:46:00,11.0,92.0
2025,12,שבת,300,פאתי מודיעין,7544,22:46:00,2.0,9.0
2025,12,שבת,4900,תל אביב ההגנה,7721,22:46:00,181.0,10.0
2026,1,יום חול,1400,קרית מוצקין,472,22:46:00,62.0,127.0
2026,1,יום חול,9000,יבנה מערב,8685,22:46:00,4.0,13.0
2026,1,שבת,300,פאתי מודיעין,7544,22:46:00,1.0,5.0
2026,1,שבת,4900,תל אביב ההגנה,7721,22:46:00,212.0,15.0
2025,12,יום חול,4900,תל אביב ההגנה,679,22:47:00,977.0,146.0
2025,12,יום חול,7300,באר שבע צפון,49,22:47:00,7.0,2350.0
2025,12,שבת,9800,"רשל""צ משה דיין",7615,22:47:00,31.0,45.0
2025,12,שבת,3600,תא אוניברסיטה,7222,22:47:00,131.0,24.0
2026,1,יום חול,4900,תל אביב ההגנה,679,22:47:00,812.0,130.0
2026,1,שבת,9800,"רשל""צ משה דיין",7615,22:47:00,40.0,53.0
2026,1,שבת,3600,תא אוניברסיטה,7222,22:47:00,31.0,32.0
2026,1,יום חול,7300,באר שבע צפון,49,22:47:00,2.0,1631.0
2025,12,יום חול,1300,חוצות מפרץ,182,22:48:00,103.0,530.0
2025,12,יום חול,1260,עפולה,98,22:48:00,54.0,885.0
2025,12,יום חול,3400,בית יהושע,184,22:48:00,34.0,496.0
2025,12,יום חול,4600,השלום,781,22:48:00,1310.0,95.0
2025,12,שבת,1240,כפר יהושע,7064,22:48:00,3.0,0.0
2025,12,שבת,4600,השלום,7614,22:48:00,26.0,54.0
2025,12,יום חול,9600,שדרות,675,22:48:00,31.0,958.0
2025,12,שבת,1220,מרכזית המפרץ/קו החוף,7127,22:48:00,3.0,4.0
2026,1,יום חול,1300,חוצות מפרץ,182,22:48:00,100.0,443.0
2026,1,יום חול,1260,עפולה,98,22:48:00,63.0,628.0
2025,12,יום חול,9600,,675,22:48:00,,
2025,12,שבת,4800,כפר חבד,7223,22:48:00,19.0,48.0
2026,1,שבת,1240,כפר יהושע,7064,22:48:00,2.0,8.0
2026,1,שבת,1220,מרכזית המפרץ/קו החוף,7127,22:48:00,3.0,4.0
2026,1,שבת,4600,השלום,7614,22:48:00,38.0,69.0
2026,1,יום חול,9600,שדרות,675,22:48:00,63.0,861.0
2026,1,שבת,4800,כפר חבד,7223,22:48:00,14.0,67.0
2026,1,יום חול,4600,השלום,781,22:48:00,1185.0,71.0
2025,12,יום חול,2820,קיסריה פרדס חנה,286,22:49:00,34.0,1090.0
2025,12,יום חול,2800,,8180,22:49:00,,
2025,12,יום חול,2800,בנימינה,8180,22:49:00,13.0,67.0
2025,12,שבת,2300,חוף הכרמל,7124,22:49:00,6.0,0.0
2026,1,יום חול,2820,קיסריה פרדס חנה,286,22:49:00,32.0,842.0
2026,1,שבת,2300,חוף הכרמל,7124,22:49:00,27.0,0.0
2025,12,יום חול,2940,רעננה מערב,678,22:50:00,13.0,132.0
2025,12,יום חול,3600,תא אוניברסיטה,778,22:50:00,70.0,810.0
2026,1,יום חול,3600,תא אוניברסיטה,778,22:50:00,53.0,502.0
2025,12,יום חול,3310,נתניה קריית ספיר,184,22:51:00,62.0,206.0
2025,12,יום חול,3600,תא אוניברסיטה,287,22:51:00,666.0,133.0
2025,12,יום חול,4640,צומת חולון,679,22:51:00,36.0,409.0
2025,12,יום חול,5000,לוד,285,22:51:00,130.0,933.0
2025,12,יום חול,6900,מזכרת בתיה,51,22:51:00,46.0,758.0
2026,1,יום חול,3600,תא אוניברסיטה,287,22:51:00,318.0,103.0
2026,1,יום חול,4640,צומת חולון,679,22:51:00,32.0,158.0
2026,1,יום חול,5000,לוד,285,22:51:00,89.0,661.0
2026,1,יום חול,6900,מזכרת בתיה,51,22:51:00,50.0,392.0
2025,12,שבת,3700,תל אביב מרכז,7614,22:52:00,10.0,57.0
2025,12,שבת,5150,לוד גני אביב,7223,22:52:00,1.0,11.0
2026,1,שבת,3700,תל אביב מרכז,7614,22:52:00,17.0,78.0
2026,1,שבת,5150,לוד גני אביב,7223,22:52:00,1.0,26.0
2025,12,יום חול,700,קרית חיים,182,22:53:00,51.0,444.0
2025,12,יום חול,4900,,290,22:53:00,,
2025,12,יום חול,4900,תל אביב ההגנה,290,22:53:00,473.0,425.0
2026,1,יום חול,700,קרית חיים,182,22:53:00,48.0,353.0
2026,1,יום חול,4900,תל אביב ההגנה,290,22:53:00,515.0,405.0
2025,12,יום חול,4900,תל אביב ההגנה,781,22:54:00,712.0,68.0
2025,12,יום חול,4900,תל אביב ההגנה,682,22:54:00,239.0,630.0
2025,12,שבת,4900,תל אביב ההגנה,7146,22:54:00,4.0,59.0
2025,12,שבת,3500,הרצליה,7222,22:54:00,213.0,96.0
2026,1,יום חול,4900,תל אביב ההגנה,682,22:54:00,157.0,569.0
2026,1,יום חול,4900,תל אביב ההגנה,781,22:54:00,642.0,56.0
2026,1,שבת,9700,אופקים,7843,22:54:00,4.0,0.0
2026,1,שבת,4900,תל אביב ההגנה,7146,22:54:00,1.0,58.0
2026,1,שבת,3500,הרצליה,7222,22:54:00,236.0,51.0
2025,12,יום חול,1250,כפר ברוך,99,22:55:00,37.0,7.0
2025,12,יום חול,2300,חוף הכרמל,8180,22:55:00,3.0,409.0
2025,12,יום חול,4660,חולון וולפסון,679,22:55:00,295.0,317.0
2025,12,שבת,2200,בת גלים,7124,22:55:00,2.0,3.0
2025,12,שבת,9000,יבנה מערב,7615,22:55:00,6.0,24.0
2026,1,יום חול,1250,כפר ברוך,99,22:55:00,26.0,14.0
2026,1,שבת,9000,יבנה מערב,7615,22:55:00,4.0,39.0
2026,1,יום חול,4660,חולון וולפסון,679,22:55:00,202.0,200.0
2026,1,שבת,2200,בת גלים,7124,22:55:00,1.0,13.0
2025,12,יום חול,3300,נתניה,184,22:56:00,138.0,847.0
2025,12,יום חול,3700,תל אביב מרכז,287,22:56:00,599.0,678.0
2025,12,יום חול,5010,,54,22:56:00,,
2025,12,יום חול,8600,"נתב""ג",133,22:56:00,346.0,1363.0
2026,1,יום חול,3700,תל אביב מרכז,287,22:56:00,426.0,602.0
2026,1,יום חול,8600,"נתב""ג",133,22:56:00,175.0,1129.0
2026,1,יום חול,8600,,133,22:56:00,,
2025,12,יום חול,300,פאתי מודיעין,186,22:57:00,165.0,10.0
2025,12,יום חול,1400,קרית מוצקין,182,22:57:00,113.0,1597.0
2025,12,יום חול,5300,באר יעקב,285,22:57:00,41.0,918.0
2025,12,שבת,300,,7143,22:57:00,,
2025,12,שבת,3600,תא אוניברסיטה,7614,22:57:00,197.0,29.0
2026,1,יום חול,300,פאתי מודיעין,186,22:57:00,173.0,3.0
2026,1,יום חול,1400,קרית מוצקין,182,22:57:00,127.0,1330.0
2026,1,שבת,3600,תא אוניברסיטה,7614,22:57:00,30.0,34.0
2026,1,יום חול,5300,באר יעקב,285,22:57:00,46.0,331.0
2026,1,יום חול,5800,אשדוד עד הלום,8685,22:57:00,11.0,19.0
2025,12,יום חול,4600,,290,22:58:00,,
2025,12,יום חול,4600,השלום,290,22:58:00,2224.0,382.0
2025,12,יום חול,4600,השלום,682,22:58:00,1171.0,397.0
2025,12,שבת,5000,לוד,7223,22:58:00,14.0,87.0
2025,12,שבת,1250,כפר ברוך,7064,22:58:00,0.0,2.0
2025,12,שבת,8600,"נתב""ג",7721,22:58:00,102.0,98.0
2025,12,שבת,1250,כפר ברוך,7063,22:58:00,0.0,0.0
2025,12,יום חול,9650,נתיבות,675,22:58:00,23.0,856.0
2026,1,יום חול,4600,השלום,682,22:58:00,743.0,325.0
2026,1,יום חול,4600,השלום,290,22:58:00,2444.0,347.0
2026,1,שבת,5000,לוד,7223,22:58:00,14.0,165.0
2026,1,שבת,1250,כפר ברוך,7064,22:58:00,3.0,2.0
2026,1,שבת,1250,כפר ברוך,7063,22:58:00,1.0,0.0
2026,1,יום חול,9650,נתיבות,675,22:58:00,21.0,930.0
2026,1,שבת,8600,"נתב""ג",7721,22:58:00,155.0,100.0
2025,12,יום חול,1820,אחיהוד,472,22:59:00,2.0,133.0
2025,12,שבת,4600,השלום,7146,22:59:00,0.0,32.0
2026,1,יום חול,1820,אחיהוד,472,22:59:00,5.0,67.0
2026,1,יום חול,2960,,683,22:59:00,,
2026,1,שבת,4600,השלום,7146,22:59:00,3.0,44.0
