Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Departure_Time,PassengersAscending,PassengersDescending
2025,12,שישי,9800,"רשל""צ משה דיין",6849,08:00:00,2.0,5.0
2026,1,יום חול,1300,חוצות מפרץ,445,08:00:00,126.0,317.0
2026,1,יום חול,3500,הרצליה,402,08:00:00,2015.0,1371.0
2026,1,יום חול,3600,תא אוניברסיטה,622,08:00:00,1503.0,3686.0
2026,1,יום חול,4600,השלום,227,08:00:00,519.0,7570.0
2026,1,יום חול,4250,סגולה,308,08:00:00,22.0,244.0
2026,1,שישי,4600,השלום,6505,08:00:00,33.0,113.0
2025,12,יום חול,3700,תל אביב מרכז,153,08:01:00,2042.0,9630.0
2025,12,יום חול,4900,,954,08:01:00,,
2025,12,יום חול,6150,קרית מלאכי,21,08:01:00,936.0,1165.0
2025,12,יום חול,4900,תל אביב ההגנה,954,08:01:00,247.0,939.0
2025,12,יום חול,6150,,21,08:01:00,,
2025,12,שישי,4900,,6226,08:01:00,,
2025,12,שישי,4900,תל אביב ההגנה,6226,08:01:00,55.0,73.0
2025,12,שישי,5300,באר יעקב,6223,08:01:00,14.0,49.0
2026,1,יום חול,3700,תל אביב מרכז,153,08:01:00,1728.0,8760.0
2026,1,שישי,4900,תל אביב ההגנה,6226,08:01:00,117.0,102.0
2026,1,יום חול,4900,תל אביב ההגנה,954,08:01:00,322.0,1025.0
2026,1,שישי,5300,באר יעקב,6223,08:01:00,25.0,51.0
2026,1,יום חול,6150,קרית מלאכי,21,08:01:00,838.0,1019.0
2025,12,יום חול,2100,חיפה מרכז,102,08:02:00,207.0,2135.0
2025,12,יום חול,3300,נתניה,228,08:02:00,1128.0,1221.0
2025,12,יום חול,2960,רעננה דרום,620,08:02:00,195.0,221.0
2025,12,יום חול,3300,,228,08:02:00,,
2025,12,יום חול,3400,,504,08:02:00,,
2025,12,יום חול,3600,תא אוניברסיטה,723,08:02:00,877.0,82.0
2025,12,יום חול,3600,תא אוניברסיטה,104,08:02:00,2170.0,2613.0
2025,12,יום חול,3400,בית יהושע,504,08:02:00,13.0,132.0
2025,12,יום חול,3700,תל אביב מרכז,230,08:02:00,1451.0,6326.0
2025,12,יום חול,4900,תל אביב ההגנה,307,08:02:00,706.0,222.0
2025,12,יום חול,4900,תל אביב ההגנה,310,08:02:00,590.0,1310.0
2025,12,שישי,4100,בני ברק,6620,08:02:00,11.0,47.0
2025,12,יום חול,9700,אופקים,847,08:02:00,1322.0,13.0
2026,1,יום חול,1280,,69,08:02:00,,
2026,1,יום חול,3300,נתניה,228,08:02:00,1090.0,1193.0
2026,1,יום חול,3400,,504,08:02:00,,
2026,1,יום חול,2100,חיפה מרכז,102,08:02:00,173.0,1914.0
2026,1,יום חול,3700,תל אביב מרכז,230,08:02:00,1320.0,5615.0
2026,1,יום חול,3600,תא אוניברסיטה,723,08:02:00,710.0,59.0
2026,1,יום חול,3400,בית יהושע,504,08:02:00,2.0,116.0
2026,1,יום חול,4900,תל אביב ההגנה,310,08:02:00,305.0,1330.0
2026,1,יום חול,2960,רעננה דרום,620,08:02:00,184.0,159.0
2026,1,יום חול,3600,תא אוניברסיטה,104,08:02:00,2031.0,2392.0
2026,1,יום חול,9700,אופקים,847,08:02:00,1247.0,6.0
2026,1,יום חול,4900,תל אביב ההגנה,307,08:02:00,725.0,262.0
2026,1,שישי,4100,בני ברק,6620,08:02:00,5.0,51.0
2025,12,יום חול,2800,בנימינה,154,08:03:00,3417.0,691.0
2025,12,יום חול,2800,,154,08:03:00,,
2025,12,יום חול,4250,,309,08:03:00,,
2025,12,שישי,700,קרית חיים,6020,08:03:00,2.0,18.0
2026,1,יום חול,2800,בנימינה,154,08:03:00,3202.0,680.0
2026,1,יום חול,2800,,154,08:03:00,,
2026,1,שישי,700,קרית חיים,8020,08:03:00,1.0,0.0
2026,1,שישי,700,קרית חיים,6020,08:03:00,6.0,14.0
2025,12,יום חול,2200,בת גלים,444,08:04:00,287.0,6.0
2025,12,יום חול,2300,חוף הכרמל,66,08:04:00,277.0,41.0
2025,12,יום חול,3600,תא אוניברסיטה,621,08:04:00,301.0,1880.0
2025,12,יום חול,5200,רחובות,225,08:04:00,591.0,1811.0
2025,12,יום חול,7320,,846,08:04:00,,
2025,12,שישי,3400,בית יהושע,6502,08:04:00,0.0,75.0
2025,12,שישי,3500,,6025,08:04:00,,
2026,1,יום חול,2300,חוף הכרמל,66,08:04:00,238.0,51.0
2026,1,יום חול,2200,בת גלים,444,08:04:00,186.0,12.0
2026,1,יום חול,3600,תא אוניברסיטה,621,08:04:00,321.0,1494.0
2026,1,יום חול,5200,רחובות,225,08:04:00,542.0,1545.0
2026,1,שישי,3400,בית יהושע,6502,08:04:00,0.0,77.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,445,08:05:00,118.0,2182.0
2025,12,יום חול,4100,,622,08:05:00,,
2025,12,יום חול,4100,בני ברק,622,08:05:00,45.0,963.0
2025,12,יום חול,4680,,624,08:05:00,,
2025,12,יום חול,4680,בת ים יוספטל,624,08:05:00,2412.0,792.0
2025,12,יום חול,4900,תל אביב ההגנה,227,08:05:00,645.0,1220.0
2025,12,יום חול,9000,יבנה מערב,619,08:05:00,287.0,1835.0
2025,12,יום חול,9000,,619,08:05:00,,
2025,12,שישי,4900,תל אביב ההגנה,6505,08:05:00,31.0,35.0
2025,12,יום חול,8800,ראש העין צפון,308,08:05:00,298.0,189.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,445,08:05:00,140.0,2013.0
2026,1,יום חול,4100,בני ברק,622,08:05:00,37.0,1098.0
2026,1,יום חול,4680,בת ים יוספטל,624,08:05:00,2277.0,805.0
2026,1,יום חול,8800,ראש העין צפון,308,08:05:00,290.0,181.0
2026,1,יום חול,4900,תל אביב ההגנה,227,08:05:00,716.0,1010.0
2026,1,שישי,4900,תל אביב ההגנה,6505,08:05:00,53.0,46.0
2026,1,יום חול,9000,יבנה מערב,619,08:05:00,334.0,1754.0
2025,12,יום חול,400,מודיעין מרכז,551,08:06:00,2450.0,0.0
2025,12,יום חול,1500,עכו,152,08:06:00,219.0,771.0
2025,12,יום חול,3600,תא אוניברסיטה,230,08:06:00,1250.0,3762.0
2025,12,יום חול,2940,רעננה מערב,620,08:06:00,417.0,166.0
2025,12,יום חול,4600,השלום,310,08:06:00,510.0,3322.0
2025,12,יום חול,4600,השלום,153,08:06:00,677.0,7571.0
2025,12,יום חול,4600,,954,08:06:00,,
2025,12,יום חול,4640,צומת חולון,307,08:06:00,37.0,149.0
2025,12,יום חול,5150,לוד גני אביב,505,08:06:00,79.0,187.0
2025,12,יום חול,4600,השלום,954,08:06:00,154.0,2766.0
2025,12,יום חול,5900,אשקלון,617,08:06:00,297.0,1267.0
2025,12,יום חול,5000,לוד,403,08:06:00,2707.0,1969.0
2025,12,שישי,4600,השלום,6226,08:06:00,58.0,180.0
2025,12,שישי,2800,בנימינה,6022,08:06:00,247.0,180.0
2025,12,שישי,4600,,6226,08:06:00,,
2025,12,שישי,1220,מרכזית המפרץ/קו החוף,6442,08:06:00,36.0,4.0
2026,1,יום חול,1500,עכו,152,08:06:00,184.0,695.0
2026,1,יום חול,400,מודיעין מרכז,551,08:06:00,2344.0,0.0
2026,1,יום חול,2940,רעננה מערב,620,08:06:00,367.0,153.0
2026,1,יום חול,4600,,153,08:06:00,,
2026,1,יום חול,4640,צומת חולון,307,08:06:00,43.0,129.0
2026,1,יום חול,4600,השלום,310,08:06:00,267.0,3168.0
2026,1,יום חול,4600,השלום,954,08:06:00,201.0,3453.0
2026,1,יום חול,5000,לוד,403,08:06:00,2289.0,1764.0
2026,1,יום חול,4600,השלום,153,08:06:00,560.0,6765.0
2026,1,יום חול,3600,תא אוניברסיטה,230,08:06:00,1145.0,3104.0
2026,1,יום חול,5900,אשקלון,617,08:06:00,235.0,1178.0
2026,1,שישי,2800,בנימינה,6022,08:06:00,274.0,159.0
2026,1,יום חול,5000,,403,08:06:00,,
2026,1,יום חול,5150,לוד גני אביב,505,08:06:00,102.0,193.0
2026,1,שישי,4600,השלום,6226,08:06:00,130.0,245.0
2026,1,שישי,1220,מרכזית המפרץ/קו החוף,6442,08:06:00,36.0,16.0
2025,12,יום חול,2200,,25,08:07:00,,
2025,12,יום חול,3700,תל אביב מרכז,723,08:07:00,4817.0,388.0
2025,12,יום חול,3600,תא אוניברסיטה,23,08:07:00,494.0,1819.0
2025,12,יום חול,4900,,24,08:07:00,,
2025,12,יום חול,4900,תל אביב ההגנה,24,08:07:00,488.0,2602.0
2025,12,שישי,1400,קרית מוצקין,6020,08:07:00,28.0,54.0
2025,12,שישי,4170,קרית אריה,6620,08:07:00,33.0,32.0
2026,1,יום חול,3700,,723,08:07:00,,
2025,12,שישי,5200,רחובות,6223,08:07:00,31.0,168.0
2026,1,יום חול,3600,תא אוניברסיטה,23,08:07:00,469.0,1703.0
2026,1,יום חול,3700,תל אביב מרכז,723,08:07:00,4044.0,323.0
2026,1,יום חול,4900,תל אביב ההגנה,24,08:07:00,590.0,3068.0
2026,1,שישי,1400,קרית מוצקין,8020,08:07:00,6.0,8.0
2026,1,שישי,4170,קרית אריה,6620,08:07:00,34.0,38.0
2026,1,שישי,5200,רחובות,6223,08:07:00,22.0,203.0
2026,1,שישי,1400,קרית מוצקין,6020,08:07:00,32.0,52.0
2025,12,יום חול,4170,,309,08:08:00,,
2025,12,יום חול,680,ירושלים/יצחק נבון,722,08:09:00,17495.0,0.0
2025,12,יום חול,2100,חיפה מרכז,444,08:09:00,622.0,7.0
2025,12,יום חול,3700,תל אביב מרכז,621,08:09:00,2526.0,3146.0
2025,12,יום חול,4660,חולון וולפסון,307,08:09:00,178.0,598.0
2025,12,שישי,8600,"נתב""ג",6125,08:09:00,35.0,117.0
2025,12,שישי,6150,קרית מלאכי,6023,08:09:00,4.0,19.0
2025,12,שישי,9000,יבנה מערב,6849,08:09:00,0.0,2.0
2026,1,יום חול,680,ירושלים/יצחק נבון,722,08:09:00,18260.0,0.0
2026,1,יום חול,2100,חיפה מרכז,444,08:09:00,582.0,9.0
2026,1,יום חול,3700,תל אביב מרכז,621,08:09:00,2187.0,2688.0
2026,1,יום חול,4660,חולון וולפסון,307,08:09:00,172.0,570.0
2026,1,שישי,6150,קרית מלאכי,6023,08:09:00,17.0,23.0
2026,1,שישי,8600,"נתב""ג",6125,08:09:00,44.0,133.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,102,08:10:00,283.0,1488.0
2025,12,יום חול,2200,בת גלים,66,08:10:00,335.0,316.0
2025,12,יום חול,4170,,622,08:10:00,,
2025,12,יום חול,4170,קרית אריה,622,08:10:00,154.0,1249.0
2025,12,יום חול,3700,תל אביב מרכז,310,08:10:00,370.0,2798.0
2025,12,יום חול,3700,תל אביב מרכז,954,08:10:00,327.0,2413.0
2025,12,שישי,1240,כפר יהושע,6066,08:10:00,17.0,5.0
2025,12,שישי,5800,אשדוד עד הלום,6615,08:10:00,43.0,107.0
2025,12,שישי,1300,חוצות מפרץ,6442,08:10:00,5.0,0.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,102,08:10:00,249.0,1288.0
2026,1,יום חול,2200,בת גלים,66,08:10:00,338.0,303.0
2026,1,יום חול,3700,תל אביב מרכז,954,08:10:00,316.0,2401.0
2026,1,יום חול,3700,תל אביב מרכז,310,08:10:00,394.0,2280.0
2026,1,יום חול,4170,קרית אריה,622,08:10:00,101.0,1231.0
2026,1,שישי,1240,כפר יהושע,6066,08:10:00,18.0,35.0
2026,1,שישי,5800,אשדוד עד הלום,6615,08:10:00,39.0,116.0
2026,1,שישי,1300,חוצות מפרץ,6442,08:10:00,3.0,0.0
2025,12,יום חול,4900,תל אביב ההגנה,153,08:11:00,1718.0,1800.0
2025,12,יום חול,4600,השלום,723,08:11:00,2285.0,859.0
2025,12,יום חול,8700,כפר סבא,308,08:11:00,405.0,243.0
2025,12,שישי,3700,תל אביב מרכז,6226,08:11:00,322.0,132.0
2026,1,יום חול,4600,השלום,723,08:11:00,2103.0,1210.0
2026,1,שישי,3700,תל אביב מרכז,6226,08:11:00,372.0,182.0
2026,1,יום חול,8700,כפר סבא,308,08:11:00,381.0,187.0
2026,1,יום חול,4900,תל אביב ההגנה,153,08:11:00,1643.0,1522.0
2025,12,יום חול,1230,מרכזית המפרץ,67,08:12:00,73.0,3199.0
2025,12,יום חול,3100,חדרה מערב,228,08:12:00,197.0,838.0
2025,12,יום חול,3100,,228,08:12:00,,
2025,12,יום חול,4600,השלום,621,08:12:00,513.0,4592.0
2025,12,יום חול,4600,השלום,24,08:12:00,717.0,6303.0
2025,12,יום חול,3700,תל אביב מרכז,23,08:12:00,2078.0,3738.0
2025,12,יום חול,4600,,24,08:12:00,,
2025,12,יום חול,4900,,720,08:12:00,,
2025,12,יום חול,4900,תל אביב ההגנה,720,08:12:00,259.0,3021.0
2025,12,יום חול,5410,יבנה מזרח,225,08:12:00,104.0,342.0
2026,1,יום חול,1230,מרכזית המפרץ,67,08:12:00,52.0,2726.0
2025,12,שישי,4900,תל אביב ההגנה,6724,08:12:00,19.0,174.0
2025,12,שישי,4250,סגולה,6620,08:12:00,11.0,32.0
2025,12,שישי,3600,תא אוניברסיטה,6025,08:12:00,31.0,172.0
2025,12,שישי,4900,,6724,08:12:00,,
2026,1,יום חול,4600,השלום,621,08:12:00,473.0,3986.0
2026,1,יום חול,3100,חדרה מערב,228,08:12:00,132.0,804.0
2026,1,יום חול,4600,השלום,24,08:12:00,795.0,7349.0
2026,1,יום חול,4900,תל אביב ההגנה,720,08:12:00,349.0,2935.0
2026,1,יום חול,5410,יבנה מזרח,225,08:12:00,103.0,329.0
2026,1,יום חול,8800,,623,08:12:00,,
2026,1,שישי,4250,סגולה,6620,08:12:00,10.0,35.0
2026,1,שישי,3600,תא אוניברסיטה,6025,08:12:00,47.0,169.0
2026,1,שישי,4900,תל אביב ההגנה,6724,08:12:00,44.0,357.0
2026,1,יום חול,3700,תל אביב מרכז,23,08:12:00,1972.0,3502.0
2025,12,יום חול,1300,חוצות מפרץ,107,08:13:00,1052.0,550.0
2025,12,יום חול,2100,,445,08:13:00,,
2025,12,יום חול,3600,תא אוניברסיטה,959,08:13:00,245.0,1977.0
2025,12,יום חול,4800,כפר חבד,227,08:13:00,110.0,536.0
2025,12,יום חול,7300,,846,08:13:00,,
2025,12,יום חול,5000,לוד,505,08:13:00,592.0,780.0
2025,12,שישי,7300,באר שבע צפון,6847,08:13:00,1.0,35.0
2026,1,יום חול,1300,חוצות מפרץ,107,08:13:00,839.0,545.0
2026,1,יום חול,3600,תא אוניברסיטה,959,08:13:00,290.0,1652.0
2026,1,יום חול,4800,כפר חבד,227,08:13:00,154.0,603.0
2026,1,יום חול,5000,לוד,505,08:13:00,571.0,781.0
2026,1,שישי,7300,באר שבע צפון,6847,08:13:00,21.0,24.0
2026,1,שישי,5800,,6228,08:13:00,,
2025,12,יום חול,1300,חוצות מפרץ,102,08:14:00,26.0,308.0
2025,12,יום חול,2100,חיפה מרכז,66,08:14:00,1386.0,155.0
2025,12,יום חול,2300,חוף הכרמל,22,08:14:00,364.0,1802.0
2025,12,יום חול,3500,הרצליה,230,08:14:00,1432.0,1886.0
2025,12,יום חול,4680,בת ים יוספטל,307,08:14:00,556.0,651.0
2025,12,יום חול,7000,,21,08:14:00,,
2025,12,יום חול,7000,קרית גת,21,08:14:00,895.0,863.0
2025,12,שישי,700,קרית חיים,6442,08:14:00,2.0,3.0
2025,12,יום חול,9200,הוד השרון,308,08:14:00,402.0,150.0
2026,1,יום חול,1300,חוצות מפרץ,102,08:14:00,42.0,349.0
2026,1,יום חול,2300,חוף הכרמל,22,08:14:00,338.0,1618.0
2026,1,יום חול,2100,חיפה מרכז,66,08:14:00,1114.0,112.0
2026,1,יום חול,3500,הרצליה,230,08:14:00,1336.0,1629.0
2026,1,יום חול,4680,בת ים יוספטל,307,08:14:00,536.0,630.0
2026,1,יום חול,9200,הוד השרון,308,08:14:00,453.0,153.0
2026,1,יום חול,7000,קרית גת,21,08:14:00,924.0,883.0
2026,1,שישי,700,קרית חיים,6442,08:14:00,2.0,4.0
2025,12,יום חול,2500,עתלית,154,08:15:00,553.0,513.0
2025,12,יום חול,2500,,154,08:15:00,,
2025,12,יום חול,3600,תא אוניברסיטה,310,08:15:00,860.0,2115.0
2025,12,יום חול,3600,תא אוניברסיטה,954,08:15:00,132.0,1503.0
2025,12,יום חול,4250,סגולה,622,08:15:00,30.0,331.0
2025,12,יום חול,4250,,622,08:15:00,,
2025,12,שישי,5410,יבנה מזרח,6223,08:15:00,5.0,35.0
2026,1,יום חול,2500,עתלית,154,08:15:00,645.0,352.0
2025,12,שישי,5150,לוד גני אביב,6505,08:15:00,14.0,20.0
2026,1,יום חול,3600,,310,08:15:00,,
2026,1,יום חול,3600,תא אוניברסיטה,310,08:15:00,808.0,1867.0
2026,1,יום חול,4250,סגולה,622,08:15:00,58.0,327.0
2026,1,יום חול,3600,תא אוניברסיטה,954,08:15:00,117.0,1364.0
2026,1,שישי,5150,לוד גני אביב,6505,08:15:00,16.0,27.0
2026,1,שישי,5410,יבנה מזרח,6223,08:15:00,6.0,21.0
2025,12,יום חול,5800,אשדוד עד הלום,619,08:16:00,642.0,804.0
2025,12,יום חול,5800,,619,08:16:00,,
2025,12,יום חול,5000,לוד,905,08:16:00,508.0,0.0
2025,12,שישי,3600,תא אוניברסיטה,6226,08:16:00,94.0,179.0
2026,1,יום חול,5000,לוד,905,08:16:00,454.0,0.0
2026,1,יום חול,5800,אשדוד עד הלום,619,08:16:00,515.0,820.0
2026,1,שישי,3600,תא אוניברסיטה,6226,08:16:00,84.0,135.0
2025,12,יום חול,300,פאתי מודיעין,550,08:17:00,4.0,595.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,444,08:17:00,235.0,77.0
2025,12,יום חול,2200,,445,08:17:00,,
2025,12,יום חול,3700,תל אביב מרכז,24,08:17:00,1480.0,5204.0
2025,12,יום חול,2960,רעננה דרום,308,08:17:00,94.0,231.0
2025,12,יום חול,4600,השלום,23,08:17:00,1037.0,3423.0
2025,12,יום חול,4600,,720,08:17:00,,
2025,12,יום חול,4690,בת ים קוממיות,307,08:17:00,130.0,217.0
2025,12,יום חול,4600,השלום,720,08:17:00,123.0,4501.0
2025,12,יום חול,4900,תל אביב ההגנה,621,08:17:00,1002.0,410.0
2025,12,יום חול,4900,תל אביב ההגנה,624,08:17:00,581.0,2954.0
2025,12,יום חול,4900,תל אביב ההגנה,723,08:17:00,3250.0,91.0
2025,12,יום חול,5010,רמלה,505,08:17:00,69.0,963.0
2025,12,יום חול,9600,שדרות,617,08:17:00,105.0,689.0
2025,12,שישי,1400,קרית מוצקין,6442,08:17:00,14.0,18.0
2025,12,שישי,4600,,6724,08:17:00,,
2025,12,שישי,4600,השלום,6724,08:17:00,9.0,157.0
2026,1,יום חול,300,,550,08:17:00,,
2026,1,יום חול,300,פאתי מודיעין,550,08:17:00,0.0,473.0
2026,1,יום חול,2960,רעננה דרום,308,08:17:00,101.0,219.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,444,08:17:00,192.0,38.0
2025,12,שישי,3700,תל אביב מרכז,6025,08:17:00,118.0,790.0
2026,1,יום חול,3700,תל אביב מרכז,24,08:17:00,1290.0,4902.0
2026,1,יום חול,4600,השלום,23,08:17:00,940.0,3257.0
2026,1,יום חול,4600,השלום,720,08:17:00,136.0,5184.0
2026,1,יום חול,4690,בת ים קוממיות,307,08:17:00,144.0,185.0
2026,1,יום חול,4900,תל אביב ההגנה,723,08:17:00,3098.0,100.0
2026,1,יום חול,4900,תל אביב ההגנה,624,08:17:00,386.0,2412.0
2026,1,יום חול,4900,תל אביב ההגנה,621,08:17:00,1010.0,329.0
2026,1,יום חול,9600,שדרות,617,08:17:00,75.0,615.0
2026,1,יום חול,5010,רמלה,505,08:17:00,52.0,914.0
2026,1,שישי,1400,קרית מוצקין,6442,08:17:00,21.0,40.0
2026,1,שישי,4600,השלום,6724,08:17:00,16.0,287.0
2026,1,שישי,3700,תל אביב מרכז,6025,08:17:00,207.0,813.0
2025,12,יום חול,400,,106,08:18:00,,
2025,12,יום חול,700,,102,08:18:00,,
2025,12,יום חול,700,קרית חיים,102,08:18:00,50.0,57.0
2025,12,יום חול,3700,תל אביב מרכז,959,08:18:00,1111.0,6849.0
2025,12,יום חול,4900,,156,08:18:00,,
2025,12,יום חול,4900,תל אביב ההגנה,156,08:18:00,463.0,1132.0
2025,12,שישי,1500,עכו,6020,08:18:00,50.0,72.0
2025,12,שישי,300,פאתי מודיעין,6124,08:18:00,86.0,3.0
2025,12,שישי,8800,ראש העין צפון,6620,08:18:00,19.0,104.0
2025,12,שישי,3600,תא אוניברסיטה,6617,08:18:00,37.0,178.0
2026,1,יום חול,700,קרית חיים,102,08:18:00,45.0,79.0
2026,1,יום חול,3700,תל אביב מרכז,959,08:18:00,1113.0,6556.0
2026,1,יום חול,4900,תל אביב ההגנה,156,08:18:00,524.0,1285.0
2026,1,שישי,300,פאתי מודיעין,6124,08:18:00,79.0,3.0
2026,1,שישי,1500,עכו,6020,08:18:00,53.0,89.0
2026,1,שישי,1500,עכו,8020,08:18:00,15.0,16.0
2026,1,שישי,3600,תא אוניברסיטה,6617,08:18:00,40.0,139.0
2026,1,שישי,8800,ראש העין צפון,6620,08:18:00,39.0,107.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,107,08:19:00,2608.0,2845.0
2025,12,יום חול,3300,,507,08:19:00,,
2025,12,יום חול,3100,חדרה מערב,402,08:19:00,2068.0,591.0
