Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Arrivel_Time,PassengersAscending,PassengersDescending,event_type
2026,4,יום חול,3500,,6715,05:24:00,,,from_tlv
2026,4,יום חול,2960,,613,05:24:00,,,from_tlv
2026,4,יום חול,3500,,8713,05:24:00,,,from_tlv
2026,4,יום חול,4600,,220,05:24:00,,,to_tlv
2026,4,יום חול,5200,,8222,05:24:00,,,from_tlv
2026,4,יום חול,5900,,616,05:24:00,,,from_tlv
2026,4,יום חול,5200,,222,05:24:00,,,from_tlv
2026,4,יום חול,5900,,8616,05:24:00,,,from_tlv
2026,4,שישי,9700,,6618,05:24:00,,,from_tlv
2026,4,שישי,9700,,6618,05:24:00,,,from_tlv
2026,4,שישי,3500,,6715,05:24:00,,,from_tlv
2026,4,יום חול,9700,,6618,05:24:00,,,from_tlv
2026,4,שישי,3700,,6012,05:24:00,,,to_tlv
2026,4,יום חול,1500,,6023,05:25:00,,,from_tlv
2026,4,יום חול,2100,,101,05:25:00,,,from_tlv
2026,4,יום חול,4600,,6611,05:25:00,,,to_tlv
2026,4,יום חול,3700,,1220,05:25:00,,,to_tlv
2026,4,שישי,4600,,6611,05:25:00,,,to_tlv
2026,4,שישי,1500,,6023,05:25:00,,,from_tlv
2026,4,יום חול,3700,,220,05:26:00,,,to_tlv
2026,4,יום חול,2800,,8149,05:26:00,,,from_tlv
2026,4,יום חול,2800,,149,05:26:00,,,from_tlv
2026,4,יום חול,4600,,220,05:26:00,,,to_tlv
2026,4,יום חול,3500,,6708,05:26:00,,,to_tlv
2026,4,יום חול,4900,,953,05:26:00,,,to_tlv
2026,4,יום חול,5900,,609,05:26:00,,,to_tlv
2026,4,יום חול,4600,,1220,05:26:00,,,to_tlv
2026,4,יום חול,4600,,8220,05:26:00,,,to_tlv
2026,4,שישי,3500,,6708,05:26:00,,,to_tlv
2026,4,שישי,4900,,6019,05:26:00,,,to_tlv
2026,4,יום חול,5900,,616,05:26:00,,,from_tlv
2026,4,שישי,4690,,6616,05:26:00,,,from_tlv
2026,4,שישי,9700,,6618,05:26:00,,,from_tlv
2026,4,יום חול,2100,,101,05:27:00,,,from_tlv
2026,4,יום חול,3400,,6220,05:27:00,,,to_tlv
2026,4,יום חול,3700,,1007,05:27:00,,,to_tlv
2026,4,יום חול,3700,,8007,05:27:00,,,to_tlv
2026,4,יום חול,3700,,7,05:27:00,,,to_tlv
2026,4,יום חול,6150,,20,05:27:00,,,from_tlv
2026,4,יום חול,6150,,8020,05:27:00,,,from_tlv
2026,4,שישי,3700,,6007,05:27:00,,,to_tlv
2026,4,שישי,3400,,6220,05:27:00,,,to_tlv
2026,4,יום חול,1600,,21,05:28:00,,,from_tlv
2026,4,יום חול,2100,,1010,05:28:00,,,to_tlv
2026,4,יום חול,2100,,10,05:28:00,,,to_tlv
2026,4,יום חול,2100,,8010,05:28:00,,,to_tlv
2026,4,שישי,2100,,6010,05:28:00,,,to_tlv
2026,4,יום חול,9200,,613,05:28:00,,,from_tlv
2026,4,שישי,3500,,6708,05:28:00,,,to_tlv
2026,4,יום חול,680,,709,05:29:00,,,to_tlv
2026,4,יום חול,680,,6709,05:29:00,,,to_tlv
2026,4,יום חול,4900,,300,05:29:00,,,to_tlv
2026,4,יום חול,4680,,6616,05:29:00,,,from_tlv
2026,4,שישי,3600,,6012,05:29:00,,,to_tlv
2026,4,שישי,4680,,6616,05:29:00,,,from_tlv
2026,4,שישי,680,,6709,05:29:00,,,to_tlv
2026,4,שישי,3400,,6220,05:29:00,,,to_tlv
2026,4,יום חול,2200,,101,05:30:00,,,from_tlv
2026,4,יום חול,3700,,220,05:30:00,,,to_tlv
2026,4,יום חול,3600,,8713,05:30:00,,,to_tlv
2026,4,יום חול,3600,,713,05:30:00,,,to_tlv
2026,4,יום חול,3600,,1220,05:30:00,,,to_tlv
2026,4,יום חול,3600,,6715,05:30:00,,,to_tlv
2026,4,יום חול,3700,,1220,05:30:00,,,to_tlv
2026,4,יום חול,3700,,8220,05:30:00,,,to_tlv
2026,4,יום חול,5300,,8222,05:30:00,,,from_tlv
2026,4,יום חול,5300,,222,05:30:00,,,from_tlv
